Kingdom	Phylum	Class	Order	Family	Genus	Id
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Psathyrellaceae	 g__Coprinopsis	OTU_1473
 k__Fungi	 p__Basidiomycota	 c__Microbotryomycetes	 o__Sporidiobolales	 f__Sporidiobolales_Incertae sedis	 g__Rhodotorula	OTU_1667
 k__Fungi	 p__Basidiomycota	 c__Microbotryomycetes	 o__Sporidiobolales	 f__Sporidiobolales_Incertae sedis	 g__Sporobolomyces	OTU_3541
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Marasmiaceae	 g__Omphalotus	OTU_736
 k__Fungi	 p__Ascomycota	 c__Pezizomycetes	 o__Pezizales	 f__Tuberaceae	 g__Tuber	OTU_1875
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Hygrophoraceae	 g__Hygrophorus	OTU_3077
 k__Fungi	 p__Basidiomycota	 c__Ustilaginomycetes	 o__Urocystidales	 f__Floromycetaceae	 g__Antherospora	OTU_3837
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Trichomonascaceae	 g__Zygoascus	OTU_335
 k__Fungi	 p__Basidiomycota	 c__Exobasidiomycetes	 o__Tilletiales	 f__Tilletiaceae	 g__Tilletia	OTU_977
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Diaporthales	 f__Melanconidaceae	 g__Prosthecium	OTU_420
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Hypocreales	 f__Nectriaceae	 g__Cylindrocarpon / Neonectria	OTU_4704
 k__Fungi	 p__Ascomycota	 c__Orbiliomycetes	 o__Orbiliales	 f__Orbiliaceae	 g__Arthrobotrys	OTU_168
 k__Fungi	 p__Basidiomycota	 c__Microbotryomycetes	 o__Sporidiobolales	 f__Sporidiobolales_Incertae sedis	 g__Rhodotorula	OTU_814
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Diaporthales	 f__Cryphonectriaceae	 g__Cryphonectria	OTU_690
 k__Fungi	 p__Ascomycota	 c__Lecanoromycetes	 o__Teloschistales	 f__Physciaceae	 g__Buellia	OTU_1128
 k__Fungi	 p__Ascomycota	 c__Pezizomycetes	 o__Pezizales	 f__Morchellaceae	 g__Morchella	OTU_1004
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Russulales	 f__Russulaceae	 g__Lactarius	OTU_3910
 k__Fungi	 p__Basidiomycota	 c__Exobasidiomycetes	 o__Tilletiales	 f__Tilletiaceae	 g__Tilletia	OTU_2666
 k__Fungi	 p__Ascomycota	 c__Dothideomycetes	 o__Capnodiales	 f__Mycosphaerellaceae	 g__Guignardia	OTU_3748
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Cortinariaceae	 g__Cortinarius	OTU_1491
 k__Fungi	 p__Ascomycota	 c__Leotiomycetes	 o__Helotiales	 f__Sclerotiniaceae	 g__Amphobotrys	OTU_620
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Tricholomataceae	 g__Clitocybe	OTU_878
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Pilobolaceae	 g__Pilobolus	OTU_264
 k__Fungi	 p__Ascomycota	 c__Pezizomycetes	 o__Pezizales	 f__Morchellaceae	 g__Morchella	OTU_524
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Microascales	 f__Microascaceae	 g__Pseudallescheria	OTU_291
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Lycoperdaceae	 g__Bovista	OTU_925
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Russulales	 f__Russulaceae	 g__Lactarius	OTU_473
 k__Fungi	 p__Zygomycota	 c__Kickxellomycotina_Incertae sedis	 o__Kickxellales	 f__Kickxellaceae	 g__Coemansia	OTU_2077
 k__Fungi	 p__Basidiomycota	 c__Tremellomycetes	 o__Trichosporonales	 f__Trichosporonaceae	 g__Cryptotrichosporon	OTU_511
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Cantharellales	 f__Clavulinaceae	 g__Clavulina	OTU_2234
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Hypocreales	 f__Hypocreales_Incertae sedis	 g__Stachybotrys	OTU_2400
 k__Fungi	 p__Ascomycota	 c__Dothideomycetes	 o__Pleosporales	 f__Pleosporaceae	 g__Drechslera / Pyrenophora	OTU_447
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Thelephorales	 f__Thelephoraceae	 g__Tomentellopsis	OTU_737
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Russulales	 f__Russulaceae	 g__Lactarius	OTU_1488
 k__Fungi	 p__Chytridiomycota	 c__Chytridiomycetes	 o__Spizellomycetales	 f__Spizellomycetaceae	 g__Spizellomyces	OTU_1603
 k__Fungi	 p__Basidiomycota	 c__Tremellomycetes	 o__Filobasidiales	 f__Filobasidiaceae	 g__Cryptococcus g2 / Filobasidium	OTU_1097
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Thelephorales	 f__Thelephoraceae	 g__Tomentella	OTU_446
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Xylariales	 f__Diatrypaceae	 g__Diatrype	OTU_760
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Strophariaceae	 g__Hypholoma	OTU_501
 k__Fungi	 p__Basidiomycota	 c__Microbotryomycetes	 o__Sporidiobolales	 f__Sporidiobolales_Incertae sedis	 g__Rhodotorula	OTU_684
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Pilobolaceae	 g__Pilobolus	OTU_1434
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Pilobolaceae	 g__Pilobolus	OTU_1644
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Lichtheimiaceae	 g__Thermomucor	OTU_1239
 k__Fungi	 p__Neocallimastigomycota	 c__Neocallimastigomycetes	 o__Neocallimastigales	 f__Neocallimastigaceae	 g__Cyllamyces	OTU_942
 k__Fungi	 p__Zygomycota	 c__Zoopagomycotina_Incertae sedis	 o__Zoopagales	 f__Piptocephalidaceae	 g__Piptocephalis	OTU_2009
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Russulales	 f__Lachnocladiaceae	 g__Asterostroma	OTU_160
 k__Fungi	 p__Ascomycota	 c__Pezizomycetes	 o__Pezizales	 f__Tuberaceae	 g__Reddellomyces	OTU_1229
 k__Fungi	 p__Ascomycota	 c__Lecanoromycetes	 o__Lecanorales	 f__Parmeliaceae	 g__Protoparmelia	OTU_1747
 k__Fungi	 p__Ascomycota	 c__Eurotiomycetes	 o__Eurotiales	 f__Trichocomaceae	 g__Hemicarpenteles	OTU_1342
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Cortinariaceae	 g__Cortinarius	OTU_254
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Choanephoraceae	 g__Poitrasia	OTU_664
 k__Fungi	 p__Chytridiomycota	 c__Chytridiomycetes	 o__Rhizophydiales	 f__Rhizophydiaceae	 g__Rhizophydium	OTU_2185
 k__Fungi	 p__Ascomycota	 c__Dothideomycetes	 o__Pleosporales	 f__Pleosporales_Incertae sedis	 g__Mycocentrospora	OTU_1247
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Marasmiaceae	 g__Armillaria	OTU_1163
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Saccharomycetaceae	 g__Zygosaccharomyces	OTU_541
 k__Fungi	 p__Basidiomycota	 c__Microbotryomycetes	 o__Leucosporidiales	 f__Leucosporidiaceae	 g__Leucosporidiella	OTU_214
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Amanitaceae	 g__Amanita	OTU_868
 k__Fungi	 p__Zygomycota	 c__Zoopagomycotina_Incertae sedis	 o__Zoopagales	 f__Piptocephalidaceae	 g__Piptocephalis	OTU_298
 k__Fungi	 p__Chytridiomycota	 c__Chytridiomycetes	 o__Spizellomycetales	 f__Spizellomycetaceae	 g__Spizellomyces	OTU_575
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Entolomataceae	 g__Clitopilus	OTU_344
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Trichomonascaceae	 g__Sugiyamaella	OTU_1547
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Polyporales	 f__Steccherinaceae	 g__Junghuhnia	OTU_922
 k__Fungi	 p__Chytridiomycota	 c__Chytridiomycetes	 o__Spizellomycetales	 f__Spizellomycetaceae	 g__Spizellomyces	OTU_572
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Trechisporales	 f__Hydnodontaceae	 g__Trechispora	OTU_1013
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Entolomataceae	 g__Entoloma	OTU_259
 k__Fungi	 p__Basidiomycota	 c__Exobasidiomycetes	 o__Exobasidiales	 f__Exobasidiaceae	 g__Exobasidium	OTU_408
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Gomphales	 f__Gomphaceae	 g__Ramaria	OTU_540
 k__Fungi	 p__Basidiomycota	 c__Tremellomycetes	 o__Tremellales	 f__Tremellales_Incertae sedis	 g__Filobasidiella	OTU_567
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Agaricaceae	 g__Agaricus	OTU_4120
 k__Fungi	 p__Chytridiomycota	 c__Chytridiomycetes	 o__Rhizophydiales	 f__Rhizophydiaceae	 g__Rhizophydium	OTU_1964
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Strophariaceae	 g__Kuehneromyces	OTU_1905
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Russulales	 f__Russulaceae	 g__Lactarius	OTU_5303
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Pilobolaceae	 g__Pilobolus	OTU_1419
 k__Fungi	 p__Ascomycota	 c__Dothideomycetes	 o__Pleosporales	 f__Pleosporaceae	 g__Drechslera	OTU_1324
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Russulales	 f__Russulaceae	 g__Lactarius	OTU_2790
 k__Fungi	 p__Ascomycota	 c__Leotiomycetes	 o__Helotiales	 f__Helotiales_Incertae sedis	 g__Leptodontidium	OTU_817
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Agaricaceae	 g__Agaricus	OTU_1536
 k__Fungi	 p__Ascomycota	 c__Dothideomycetes	 o__Pleosporales	 f__Pleosporaceae	 g__Embellisia	OTU_1800
 k__Fungi	 p__Chytridiomycota	 c__Chytridiomycetes	 o__Spizellomycetales	 f__Spizellomycetaceae	 g__Spizellomyces	OTU_343
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Tricholomataceae	 g__Melanoleuca	OTU_947
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Trichomonascaceae	 g__Blastobotrys	OTU_1280
 k__Fungi	 p__Chytridiomycota	 c__Chytridiomycetes	 o__Spizellomycetales	 f__Spizellomycetaceae	 g__Powellomyces	OTU_1343
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Lycoperdaceae	 g__Lycoperdon	OTU_1251
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Boletales	 f__Sclerodermataceae	 g__Scleroderma	OTU_702
 k__Fungi	 p__Basidiomycota	 c__Ustilaginomycetes	 o__Urocystidales	 f__Floromycetaceae	 g__Antherospora	OTU_930
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Psathyrellaceae	 g__Coprinopsis	OTU_1364
 k__Fungi	 p__Ascomycota	 c__Eurotiomycetes	 o__Pyrenulales	 f__Massariaceae	 g__Massaria	OTU_1103
 k__Fungi	 p__Basidiomycota	 c__Exobasidiomycetes	 o__Tilletiales	 f__Tilletiaceae	 g__Tilletia	OTU_617
 k__Fungi	 p__Chytridiomycota	 c__Chytridiomycetes	 o__Rhizophydiales	 f__Rhizophydiaceae	 g__Rhizophydium	OTU_1401
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Marasmiaceae	 g__Megacollybia	OTU_3923
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Microascales	 f__Ceratocystidaceae	 g__Ceratocystis	OTU_1384
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Boletales	 f__Boletaceae	 g__Leccinum	OTU_1241
 k__Fungi	 p__Basidiomycota	 c__Microbotryomycetes	 o__Leucosporidiales	 f__Leucosporidiaceae	 g__Mastigobasidium	OTU_1164
 k__Fungi	 p__Ascomycota	 c__Leotiomycetes	 o__Helotiales	 f__Vibrisseaceae	 g__Phialocephala	OTU_1602
 k__Fungi	 p__Basidiomycota	 c__Microbotryomycetes	 o__Sporidiobolales	 f__Sporidiobolales_Incertae sedis	 g__Sporobolomyces	OTU_451
 k__Fungi	 p__Ascomycota	 c__Taphrinomycetes	 o__Taphrinales	 f__Taphrinaceae	 g__Lalaria	OTU_309
 k__Fungi	 p__Zygomycota	 c__Kickxellomycotina_Incertae sedis	 o__Kickxellales	 f__Kickxellaceae	 g__Coemansia	OTU_1232
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Saccharomycetales_Incertae sedis	 g__Cyberlindnera	OTU_1039
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Pilobolaceae	 g__Pilobolus	OTU_718
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Marasmiaceae	 g__Gymnopus	OTU_555
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Cortinariaceae	 g__Phaeocollybia	OTU_1784
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Gomphales	 f__Gomphaceae	 g__Ramaria	OTU_357
 k__Fungi	 p__Ascomycota	 c__Pezizomycetes	 o__Pezizales	 f__Pyronemataceae	 g__Genea	OTU_148
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Phycomycetaceae	 g__Spinellus	OTU_5046
 k__Fungi	 p__Ascomycota	 c__Lecanoromycetes	 o__Teloschistales	 f__Teloschistaceae	 g__Caloplaca	OTU_549
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Entolomataceae	 g__Entoloma	OTU_526
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Eremotheciaceae	 g__Eremothecium	OTU_1668
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Geastrales	 f__Geastraceae	 g__Geastrum	OTU_5249
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Saccharomycodaceae	 g__Hanseniaspora	OTU_971
 k__Fungi	 p__Basidiomycota	 c__Ustilaginomycetes	 o__Ustilaginales	 f__Ustilaginaceae	 g__Ustilago	OTU_269
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Trechisporales	 f__Hydnodontaceae	 g__Trechispora	OTU_680
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Psathyrellaceae	 g__Coprinopsis	OTU_1262
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Atheliales	 f__Atheliaceae	 g__Tretomyces	OTU_887
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Tricholomataceae	 g__Melanoleuca	OTU_1514
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Hypocreales	 f__Nectriaceae	 g__Calonectria	OTU_2188
 k__Fungi	 p__Zygomycota	 c__Entomophthoromycotina_Incertae sedis	 o__Entomophthorales	 f__Basidiobolaceae	 g__Basidiobolus	OTU_1496
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Agaricaceae	 g__Lepiota	OTU_963
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Psathyrellaceae	 g__Psathyrella	OTU_2757
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Saccharomycetaceae	 g__Torulaspora	OTU_1847
 k__Fungi	 p__Ascomycota	 c__Leotiomycetes	 o__Erysiphales	 f__Erysiphaceae	 g__Erysiphe	OTU_4181
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Cortinariaceae	 g__Phaeocollybia	OTU_1712
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Cortinariaceae	 g__Cortinarius	OTU_598
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Cortinariaceae	 g__Cortinarius	OTU_1258
 k__Fungi	 p__Ascomycota	 c__Lecanoromycetes	 o__Peltigerales	 f__Peltigeraceae	 g__Peltigera	OTU_1269
 k__Fungi	 p__Basidiomycota	 c__Pucciniomycetes	 o__Pucciniales	 f__Pucciniaceae	 g__Puccinia	OTU_1617
 k__Fungi	 p__Glomeromycota	 c__Glomeromycetes	 o__Diversisporales	 f__Diversisporaceae	 g__Diversispora	OTU_1393
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Saccharomycetaceae	 g__Saccharomyces	OTU_498
 k__Fungi	 p__Chytridiomycota	 c__Chytridiomycetes	 o__Spizellomycetales	 f__Spizellomycetaceae	 g__Spizellomyces	OTU_1147
 k__Fungi	 p__Ascomycota	 c__Lecanoromycetes	 o__Teloschistales	 f__Physciaceae	 g__Buellia	OTU_1047
 k__Fungi	 p__Basidiomycota	 c__Agaricostilbomycetes	 o__Agaricostilbales	 f__Agaricostilbaceae	 g__Bensingtonia	OTU_2465
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Pilobolaceae	 g__Pilobolus	OTU_647
 k__Fungi	 p__Neocallimastigomycota	 c__Neocallimastigomycetes	 o__Neocallimastigales	 f__Neocallimastigaceae	 g__Cyllamyces	OTU_1199
 k__Fungi	 p__Basidiomycota	 c__Pucciniomycetes	 o__Platygloeales	 f__Platygloeaceae	 g__Tuberculina	OTU_1030
 k__Fungi	 p__Ascomycota	 c__Eurotiomycetes	 o__Onygenales	 f__Onygenaceae	 g__Chrysosporium	OTU_457
 k__Fungi	 p__Ascomycota	 c__Eurotiomycetes	 o__Onygenales	 f__Onygenaceae	 g__Chrysosporium	OTU_4452
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Psathyrellaceae	 g__Coprinellus	OTU_4474
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Entolomataceae	 g__Entoloma	OTU_527
 k__Fungi	 p__Ascomycota	 c__Pezizomycetes	 o__Pezizales	 f__Morchellaceae	 g__Morchella	OTU_432
 k__Fungi	 p__Ascomycota	 c__Eurotiomycetes	 o__Pyrenulales	 f__Massariaceae	 g__Massaria	OTU_3316
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Lichtheimiaceae	 g__Thermomucor	OTU_4064
 k__Fungi	 p__Zygomycota	 c__Kickxellomycotina_Incertae sedis	 o__Kickxellales	 f__Kickxellaceae	 g__Coemansia	OTU_3317
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Diaporthales	 f__Cryphonectriaceae	 g__Celoporthe	OTU_865
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Trichomonascaceae	 g__Zygoascus	OTU_695
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Hypocreales	 f__Nectriaceae	 g__Cylindrocladiella	OTU_2329
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Russulales	 f__Albatrellaceae	 g__Leucogaster	OTU_986
 k__Fungi	 p__Ascomycota	 c__Pezizomycetes	 o__Pezizales	 f__Morchellaceae	 g__Morchella	OTU_536
 k__Fungi	 p__Ascomycota	 c__Lecanoromycetes	 o__Teloschistales	 f__Teloschistaceae	 g__Caloplaca	OTU_1151
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Boletales	 f__Boletaceae	 g__Boletus	OTU_5339
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Pterulaceae	 g__Aphanobasidium	OTU_1052
 k__Fungi	 p__Basidiomycota	 c__Ustilaginomycetes	 o__Ustilaginales	 f__Melanotaeniaceae	 g__Melanotaenium	OTU_366
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Polyporales	 f__Steccherinaceae	 g__Junghuhnia	OTU_843
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Saccharomycetaceae	 g__Saccharomyces	OTU_2037
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Hypocreales	 f__Clavicipitaceae	 g__Beauveria	OTU_1051
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Rhizopodaceae	 g__Syzygites	OTU_3363
 k__Fungi	 p__Ascomycota	 c__Eurotiomycetes	 o__Eurotiomycetes_Incertae sedis_Incertae sedis	 f__Eurotiomycetes_Incertae sedis_Incertae sedis_Incertae sedis	 g__Sarcinomyces	OTU_1042
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Amanitaceae	 g__Amanita	OTU_1137
 k__Fungi	 p__Basidiomycota	 c__Exobasidiomycetes	 o__Microstromatales	 f__Microstromataceae	 g__Microstroma	OTU_3356
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Pilobolaceae	 g__Pilobolus	OTU_2601
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Russulales	 f__Russulaceae	 g__Lactarius	OTU_627
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Hypocreales	 f__Clavicipitaceae	 g__Beauveria	OTU_256
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Cortinariaceae	 g__Gymnopilus	OTU_1038
 k__Fungi	 p__Basidiomycota	 c__Tremellomycetes	 o__Filobasidiales	 f__Filobasidiaceae	 g__Filobasidium	OTU_3525
 k__Fungi	 p__Ascomycota	 c__Pezizomycotina_Incertae sedis	 o__Pezizomycotina_Incertae sedis_Incertae sedis_Incertae sedis	 f__Pezizomycotina_Incertae sedis_Incertae sedis_Incertae sedis_Incertae sedis	 g__Ochroconis	OTU_328
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Polyporales	 f__Sistotremataceae	 g__Sistotrema	OTU_1091
 k__Fungi	 p__Chytridiomycota	 c__Chytridiomycetes	 o__Spizellomycetales	 f__Spizellomycetaceae	 g__Powellomyces	OTU_5145
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Debaryomycetaceae	 g__Scheffersomyces	OTU_454
 k__Fungi	 p__Ascomycota	 c__Pezizomycetes	 o__Pezizales	 f__Morchellaceae	 g__Morchella	OTU_782
 k__Fungi	 p__Ascomycota	 c__Dothideomycetes	 o__Dothideomycetes_Incertae sedis_Incertae sedis	 f__Dothideomycetes_Incertae sedis_Incertae sedis_Incertae sedis	 g__Naumovia	OTU_1433
 k__Fungi	 p__Ascomycota	 c__Dothideomycetes	 o__Capnodiales	 f__Teratosphaeriaceae	 g__Hortaea	OTU_650
 k__Fungi	 p__Chytridiomycota	 c__Chytridiomycetes	 o__Spizellomycetales	 f__Spizellomycetaceae	 g__Spizellomyces	OTU_1422
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Pluteaceae	 g__Pluteus	OTU_5421
 k__Fungi	 p__Ascomycota	 c__Pezizomycetes	 o__Pezizales	 f__Morchellaceae	 g__Morchella	OTU_1196
 k__Fungi	 p__Ascomycota	 c__Leotiomycetes	 o__Helotiales	 f__Helotiales_Incertae sedis	 g__Leptodontidium	OTU_4465
 k__Fungi	 p__Basidiomycota	 c__Agaricostilbomycetes	 o__Agaricostilbales	 f__Agaricostilbaceae	 g__Sterigmatomyces	OTU_1371
 k__Fungi	 p__Basidiomycota	 c__Pucciniomycetes	 o__Pucciniales	 f__Melampsoraceae	 g__Melampsora	OTU_858
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Marasmiaceae	 g__Strobilurus	OTU_724
 k__Fungi	 p__Ascomycota	 c__Pezizomycetes	 o__Pezizales	 f__Tuberaceae	 g__Reddellomyces	OTU_2681
 k__Fungi	 p__Ascomycota	 c__Lecanoromycetes	 o__Peltigerales	 f__Peltigeraceae	 g__Peltigera	OTU_1257
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Lycoperdaceae	 g__Lycoperdon	OTU_2047
 k__Fungi	 p__Basidiomycota	 c__Agaricostilbomycetes	 o__Agaricostilbales	 f__Agaricostilbaceae	 g__Bensingtonia	OTU_4648
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Trichomonascaceae	 g__Zygoascus	OTU_859
 k__Fungi	 p__Basidiomycota	 c__Exobasidiomycetes	 o__Tilletiales	 f__Tilletiaceae	 g__Tilletia	OTU_1156
 k__Fungi	 p__Ascomycota	 c__Saccharomycetes	 o__Saccharomycetales	 f__Saccharomycetaceae	 g__Torulaspora	OTU_545
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Russulales	 f__Russulaceae	 g__Russula	OTU_580
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Cantharellales	 f__Clavulinaceae	 g__Clavulina	OTU_4923
 k__Fungi	 p__Ascomycota	 c__Sordariomycetes	 o__Hypocreales	 f__Hypocreales_Incertae sedis	 g__Acremonium	OTU_632
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Marasmiaceae	 g__Armillaria	OTU_658
 k__Fungi	 p__Ascomycota	 c__Pezizomycotina_Incertae sedis	 o__Pezizomycotina_Incertae sedis_Incertae sedis_Incertae sedis	 f__Pezizomycotina_Incertae sedis_Incertae sedis_Incertae sedis_Incertae sedis	 g__Ochroconis	OTU_318
 k__Fungi	 p__Basidiomycota	 c__Tremellomycetes	 o__Cystofilobasidiales	 f__Cystofilobasidiaceae	 g__Udeniomyces	OTU_1362
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Entolomataceae	 g__Entoloma	OTU_665
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Hymenochaetales	 f__Hymenochaetaceae	 g__Phellinus	OTU_2106
 k__Fungi	 p__Zygomycota	 c__Mucoromycotina_Incertae sedis	 o__Mucorales	 f__Umbelopsidaceae	 g__Umbelopsis	OTU_1444
 k__Fungi	 p__Basidiomycota	 c__Agaricomycetes	 o__Agaricales	 f__Amanitaceae	 g__Amanita	OTU_1234
